zip,type,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,country
64064,STANDARD,Lees Summit,Blue Springs,"Ls, Unity Village",MO,Jackson County,America/Chicago,816,US
64065,UNIQUE,Lees Summit,Unity Village,"Unity School Of Christianity, Unity Vlg",MO,Jackson County,America/Chicago,816,US
64066,PO BOX,Levasy,,,MO,Jackson County,America/Chicago,816,US
64067,STANDARD,Lexington,,,MO,Lafayette County,America/Chicago,"660,816",US
64068,STANDARD,Liberty,"Pleasant Valley, Pleasant Vly",,MO,Clay County,America/Chicago,816,US
64069,PO BOX,Liberty,,,MO,Clay County,America/Chicago,816,US
64070,STANDARD,Lone Jack,,,MO,Jackson County,America/Chicago,816,US
64071,STANDARD,Mayview,,,MO,Lafayette County,America/Chicago,"660,816",US
64072,PO BOX,Missouri City,,,MO,Clay County,America/Chicago,816,US
64073,PO BOX,Mosby,,,MO,Clay County,America/Chicago,816,US
64074,STANDARD,Napoleon,,,MO,Lafayette County,America/Chicago,816,US
64075,STANDARD,Oak Grove,,,MO,Jackson County,America/Chicago,816,US
64076,STANDARD,Odessa,,Lake Lafayette,MO,Lafayette County,America/Chicago,"816,660",US
64077,STANDARD,Orrick,,,MO,Ray County,America/Chicago,816,US
64078,STANDARD,Peculiar,,,MO,Cass County,America/Chicago,816,US
64079,STANDARD,Platte City,,Tracy,MO,Platte County,America/Chicago,816,US
64080,STANDARD,Pleasant Hill,,,MO,Cass County,America/Chicago,816,US
64081,STANDARD,Lees Summit,,Ls,MO,Jackson County,America/Chicago,816,US
64082,STANDARD,Lees Summit,,Ls,MO,Jackson County,America/Chicago,816,US
64083,STANDARD,Raymore,Lees Summit,,MO,Cass County,America/Chicago,816,US
64084,STANDARD,Rayville,,,MO,Ray County,America/Chicago,"660,816",US
64085,STANDARD,Richmond,,,MO,Ray County,America/Chicago,"816,660",US
64086,STANDARD,Lees Summit,"Lake Lotawana, Lone Jack",Ls,MO,Jackson County,America/Chicago,816,US
64088,STANDARD,Sibley,,Ft Osage,MO,Jackson County,America/Chicago,816,US
64089,STANDARD,Smithville,,Paradise,MO,Clay County,America/Chicago,816,US
64090,PO BOX,Strasburg,,,MO,Cass County,America/Chicago,816,US
64092,PO BOX,Waldron,,,MO,Platte County,America/Chicago,816,US
64093,STANDARD,Warrensburg,,,MO,Johnson County,America/Chicago,660,US
64096,STANDARD,Waverly,,,MO,Lafayette County,America/Chicago,660,US
64097,STANDARD,Wellington,,,MO,Lafayette County,America/Chicago,816,US
64098,STANDARD,Weston,,,MO,Platte County,America/Chicago,816,US
64101,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64102,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64105,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64106,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,"816,913",US
64108,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64109,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64110,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64111,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,"816,913,314",US
64112,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,"816,913",US
64113,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,"816,913",US
64114,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64116,STANDARD,Kansas City,"N Kansas City, North Kansas City","Gladstone, K C, Kans City, Kans Cty, Kans Cy, Kansas Cty, Kansas Cy, Kc, Ks City, N Kc, Nkc, No Kansas City, North Kc",MO,Clay County,America/Chicago,816,US
64117,STANDARD,Kansas City,"Avondale, Randolph","Kansas City North, Nkc",MO,Clay County,America/Chicago,816,US
64118,STANDARD,Kansas City,Gladstone,"Nkc, Oakview, Village Of Oakview",MO,Clay County,America/Chicago,"816,913",US
64119,STANDARD,Kansas City,Gladstone,Claycomo,MO,Clay County,America/Chicago,816,US
64120,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,"816,913",US
64121,PO BOX,Kansas City,,"K C, Kans City",MO,Jackson County,America/Chicago,816,US
64123,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64124,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64125,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64126,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64127,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64128,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64129,STANDARD,Kansas City,Raytown,,MO,Jackson County,America/Chicago,816,US
64130,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64131,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,"816,913",US
64132,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64133,STANDARD,Kansas City,Raytown,,MO,Jackson County,America/Chicago,"816,913",US
64134,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64136,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64137,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64138,STANDARD,Kansas City,Raytown,,MO,Jackson County,America/Chicago,816,US
64139,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64141,PO BOX,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64144,UNIQUE,Kansas City,,Philatelic Distribution Ctr,MO,Jackson County,America/Chicago,816,US
64145,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64146,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64147,STANDARD,Kansas City,Martin City,,MO,Jackson County,America/Chicago,816,US
64148,PO BOX,Kansas City,,K C,MO,Jackson County,America/Chicago,816,US
64149,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64150,STANDARD,Riverside,"Kansas City, Northmoor",,MO,Platte County,America/Chicago,816,US
64151,STANDARD,Kansas City,"Houston Lake, Lake Waukomis, Northmoor, Platte Woods, Riverside",Parkville,MO,Platte County,America/Chicago,"816,913",US
64152,STANDARD,Kansas City,"Parkville, Weatherby Lake, Wthrby Lake",,MO,Platte County,America/Chicago,"816,913",US
64153,STANDARD,Kansas City,"Weatherby Lake, Wthrby Lake",,MO,Platte County,America/Chicago,816,US
64154,STANDARD,Kansas City,,,MO,Platte County,America/Chicago,816,US
64155,STANDARD,Kansas City,,Gladstone,MO,Clay County,America/Chicago,816,US
64156,STANDARD,Kansas City,,Gladstone,MO,Clay County,America/Chicago,816,US
64157,STANDARD,Kansas City,,,MO,Clay County,America/Chicago,816,US
64158,STANDARD,Kansas City,,,MO,Clay County,America/Chicago,816,US
64161,STANDARD,Kansas City,"Birmingham, Randolph",,MO,Clay County,America/Chicago,816,US
64163,STANDARD,Kansas City,Ferrelview,,MO,Platte County,America/Chicago,816,US
64164,STANDARD,Kansas City,,,MO,Platte County,America/Chicago,816,US
64165,STANDARD,Kansas City,,Gladstone,MO,Clay County,America/Chicago,816,US
64166,STANDARD,Kansas City,,Gladstone,MO,Clay County,America/Chicago,816,US
64167,STANDARD,Kansas City,,,MO,Clay County,America/Chicago,816,US
64168,PO BOX,Kansas City,Riverside,,MO,Jackson County,America/Chicago,816,US
64170,UNIQUE,Kansas City,,"Internal Revenue Service, Midwest Service Center",MO,Jackson County,America/Chicago,816,US
64171,PO BOX,Kansas City,,"K C, Ks City",MO,Jackson County,America/Chicago,816,US
64172,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64179,PO BOX,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64180,UNIQUE,Kansas City,,Commerce Bank,MO,Jackson County,America/Chicago,816,US
64183,UNIQUE,Kansas City,,First National Bank,MO,Jackson County,America/Chicago,816,US
64184,UNIQUE,Kansas City,,Commerce Bank,MO,Jackson County,America/Chicago,816,US
64185,UNIQUE,Kansas City,,Southwestern Bell Telephone,MO,Jackson County,America/Chicago,816,US
64187,UNIQUE,Kansas City,,United Missouri Bank,MO,Jackson County,America/Chicago,816,US
64188,PO BOX,Kansas City,,"Gladstone, K C, Ks City",MO,Jackson County,America/Chicago,816,US
64190,PO BOX,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64191,PO BOX,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64192,STANDARD,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64193,UNIQUE,Kansas City,,Centerre Bank Of Kc,MO,Jackson County,America/Chicago,816,US
64194,UNIQUE,Kansas City,,Gas Service Co,MO,Jackson County,America/Chicago,816,US
64195,PO BOX,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64196,PO BOX,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64197,UNIQUE,Kansas City,,Marine Corps Finance Center,MO,Jackson County,America/Chicago,816,US
64198,UNIQUE,Kansas City,,Federal Reserve,MO,Jackson County,America/Chicago,816,US
64199,PO BOX,Kansas City,,,MO,Jackson County,America/Chicago,816,US
64401,STANDARD,Agency,,,MO,Buchanan County,America/Chicago,816,US
64402,STANDARD,Albany,,Gentryville,MO,Gentry County,America/Chicago,660,US
64420,PO BOX,Allendale,,,MO,Worth County,America/Chicago,660,US
64421,STANDARD,Amazonia,,,MO,Andrew County,America/Chicago,816,US
64422,STANDARD,Amity,,,MO,Dekalb County,America/Chicago,816,US
64423,STANDARD,Barnard,,,MO,Nodaway County,America/Chicago,"660,816",US
64424,STANDARD,Bethany,,,MO,Harrison County,America/Chicago,660,US
64426,STANDARD,Blythedale,,,MO,Harrison County,America/Chicago,660,US
64427,STANDARD,Bolckow,,,MO,Andrew County,America/Chicago,"816,660",US
64428,STANDARD,Burlington Junction,Brlngton Jctn,Burlingtn Jct,MO,Nodaway County,America/Chicago,660,US
64429,STANDARD,Cameron,,,MO,Clinton County,America/Chicago,816,US
64430,STANDARD,Clarksdale,,,MO,Dekalb County,America/Chicago,816,US
64431,STANDARD,Clearmont,,,MO,Nodaway County,America/Chicago,660,US
64432,STANDARD,Clyde,,,MO,Nodaway County,America/Chicago,660,US
64433,STANDARD,Conception,,,MO,Nodaway County,America/Chicago,660,US
64434,STANDARD,Conception Junction,Cncpton Jctn,,MO,Nodaway County,America/Chicago,660,US
64436,STANDARD,Cosby,,,MO,Andrew County,America/Chicago,816,US
64437,STANDARD,Craig,"Bigelow, Corning, Fortescue",,MO,Holt County,America/Chicago,660,US
64438,STANDARD,Darlington,,,MO,Gentry County,America/Chicago,660,US
64439,STANDARD,Dearborn,,,MO,Platte County,America/Chicago,816,US
64440,STANDARD,De Kalb,,,MO,Buchanan County,America/Chicago,816,US
64441,STANDARD,Denver,,,MO,Worth County,America/Chicago,660,US
64442,STANDARD,Eagleville,,,MO,Harrison County,America/Chicago,660,US
64443,STANDARD,Easton,,,MO,Buchanan County,America/Chicago,816,US
64444,STANDARD,Edgerton,,,MO,Platte County,America/Chicago,816,US
64445,STANDARD,Elmo,,,MO,Nodaway County,America/Chicago,660,US
64446,STANDARD,Fairfax,,,MO,Atchison County,America/Chicago,660,US
64447,STANDARD,Maysville,Fairport,,MO,Dekalb County,America/Chicago,816,US
64448,STANDARD,Faucett,,,MO,Buchanan County,America/Chicago,816,US
64449,STANDARD,Fillmore,,,MO,Andrew County,America/Chicago,816,US
64451,STANDARD,Forest City,,,MO,Holt County,America/Chicago,660,US
64453,STANDARD,Gentry,,,MO,Gentry County,America/Chicago,660,US
64454,STANDARD,Gower,,,MO,Clinton County,America/Chicago,816,US
64455,STANDARD,Graham,,,MO,Nodaway County,America/Chicago,660,US
64456,STANDARD,Grant City,,,MO,Worth County,America/Chicago,660,US
64457,STANDARD,Guilford,,,MO,Nodaway County,America/Chicago,"660,816",US
64458,STANDARD,Hatfield,,,MO,Harrison County,America/Chicago,660,US
64459,STANDARD,Helena,,,MO,Andrew County,America/Chicago,816,US
64461,STANDARD,Hopkins,,,MO,Nodaway County,America/Chicago,660,US
64463,STANDARD,King City,,,MO,Gentry County,America/Chicago,660,US
64465,STANDARD,Lathrop,,,MO,Clinton County,America/Chicago,816,US
64466,STANDARD,Maitland,,,MO,Holt County,America/Chicago,660,US
64467,STANDARD,Martinsville,,,MO,Harrison County,America/Chicago,660,US
64468,STANDARD,Maryville,,,MO,Nodaway County,America/Chicago,660,US
64469,STANDARD,Maysville,Fairport,,MO,Dekalb County,America/Chicago,816,US
64470,STANDARD,Mound City,,,MO,Holt County,America/Chicago,"660,816",US
64471,STANDARD,New Hampton,,,MO,Harrison County,America/Chicago,660,US
64473,STANDARD,Oregon,"New Point, Nw Point",,MO,Holt County,America/Chicago,660,US
64474,STANDARD,Osborn,,,MO,Dekalb County,America/Chicago,816,US
64475,STANDARD,Parnell,,,MO,Nodaway County,America/Chicago,660,US
64476,STANDARD,Pickering,,,MO,Nodaway County,America/Chicago,660,US
64477,STANDARD,Plattsburg,,,MO,Clinton County,America/Chicago,816,US
64479,STANDARD,Ravenwood,,,MO,Nodaway County,America/Chicago,660,US
64480,STANDARD,Rea,,,MO,Andrew County,America/Chicago,816,US
64481,STANDARD,Ridgeway,Mount Moriah,,MO,Harrison County,America/Chicago,660,US
64482,STANDARD,Rock Port,,Rockport,MO,Atchison County,America/Chicago,660,US
64483,STANDARD,Rosendale,,,MO,Andrew County,America/Chicago,816,US
64484,STANDARD,Rushville,,Winthrop,MO,Buchanan County,America/Chicago,816,US
64485,STANDARD,Savannah,,,MO,Andrew County,America/Chicago,816,US
64486,STANDARD,Sheridan,,,MO,Worth County,America/Chicago,660,US
64487,STANDARD,Skidmore,Quitman,,MO,Nodaway County,America/Chicago,660,US
64489,STANDARD,Stanberry,,,MO,Gentry County,America/Chicago,660,US
64490,STANDARD,Stewartsville,Hemple,,MO,Dekalb County,America/Chicago,816,US
64491,STANDARD,Tarkio,,,MO,Atchison County,America/Chicago,660,US
64492,STANDARD,Trimble,,,MO,Clinton County,America/Chicago,816,US
64493,STANDARD,Turney,,,MO,Clinton County,America/Chicago,816,US
64494,STANDARD,Union Star,,,MO,Dekalb County,America/Chicago,"816,660",US
64496,STANDARD,Watson,,,MO,Atchison County,America/Chicago,660,US
64497,STANDARD,Weatherby,,,MO,Dekalb County,America/Chicago,"816,660",US
64498,STANDARD,Westboro,,,MO,Atchison County,America/Chicago,660,US
64499,STANDARD,Worth,,,MO,Worth County,America/Chicago,660,US
64501,STANDARD,Saint Joseph,,St Joseph,MO,Buchanan County,America/Chicago,816,US
64502,PO BOX,Saint Joseph,,,MO,Buchanan County,America/Chicago,816,US
64503,STANDARD,Saint Joseph,,,MO,Buchanan County,America/Chicago,816,US
64504,STANDARD,Saint Joseph,,,MO,Buchanan County,America/Chicago,816,US
64505,STANDARD,Saint Joseph,Country Club,St Joseph,MO,Buchanan County,America/Chicago,816,US
64506,STANDARD,Saint Joseph,Country Club,,MO,Buchanan County,America/Chicago,816,US
64507,STANDARD,Saint Joseph,,,MO,Buchanan County,America/Chicago,816,US
64508,PO BOX,Saint Joseph,,,MO,Buchanan County,America/Chicago,816,US
64601,STANDARD,Chillicothe,Avalon,,MO,Livingston County,America/Chicago,660,US
64620,STANDARD,Altamont,,,MO,Daviess County,America/Chicago,660,US
64622,STANDARD,Bogard,,,MO,Carroll County,America/Chicago,660,US
64623,STANDARD,Bosworth,,,MO,Carroll County,America/Chicago,660,US
64624,STANDARD,Braymer,,,MO,Caldwell County,America/Chicago,660,US
64625,STANDARD,Breckenridge,,,MO,Caldwell County,America/Chicago,660,US
64628,STANDARD,Brookfield,"Saint Catharine, St Catharine",,MO,Linn County,America/Chicago,660,US
64630,STANDARD,Browning,,,MO,Linn County,America/Chicago,660,US
64631,STANDARD,Bucklin,,,MO,Linn County,America/Chicago,660,US
64632,STANDARD,Cainsville,,,MO,Mercer County,America/Chicago,660,US
64633,STANDARD,Carrollton,,,MO,Carroll County,America/Chicago,660,US
64635,STANDARD,Chula,,,MO,Livingston County,America/Chicago,660,US
64636,STANDARD,Coffey,,,MO,Daviess County,America/Chicago,660,US
64637,STANDARD,Cowgill,,,MO,Caldwell County,America/Chicago,660,US
64638,STANDARD,Dawn,,,MO,Livingston County,America/Chicago,660,US
64639,STANDARD,De Witt,,,MO,Carroll County,America/Chicago,660,US
64640,STANDARD,Gallatin,,Lake Viking,MO,Daviess County,America/Chicago,"660,816",US
64641,STANDARD,Galt,,,MO,Grundy County,America/Chicago,660,US
64642,STANDARD,Gilman City,Brimson,,MO,Harrison County,America/Chicago,660,US
64643,STANDARD,Hale,,,MO,Carroll County,America/Chicago,660,US
64644,STANDARD,Hamilton,,,MO,Caldwell County,America/Chicago,816,US
64645,STANDARD,Harris,,,MO,Sullivan County,America/Chicago,660,US
64646,STANDARD,Humphreys,,,MO,Sullivan County,America/Chicago,660,US
64647,STANDARD,Jameson,,,MO,Daviess County,America/Chicago,660,US
64648,STANDARD,Jamesport,,,MO,Daviess County,America/Chicago,660,US
64649,STANDARD,Kidder,,,MO,Caldwell County,America/Chicago,816,US
64650,STANDARD,Kingston,,,MO,Caldwell County,America/Chicago,"816,660",US
64651,STANDARD,Laclede,,,MO,Linn County,America/Chicago,660,US
64652,STANDARD,Laredo,,,MO,Grundy County,America/Chicago,660,US
64653,STANDARD,Linneus,,,MO,Linn County,America/Chicago,660,US
64654,PO BOX,Lock Springs,,,MO,Daviess County,America/Chicago,660,US
64655,STANDARD,Lucerne,,,MO,Putnam County,America/Chicago,660,US
64656,STANDARD,Ludlow,,,MO,Livingston County,America/Chicago,660,US
64657,STANDARD,Mc Fall,,Mcfall,MO,Gentry County,America/Chicago,660,US
64658,STANDARD,Marceline,,,MO,Linn County,America/Chicago,660,US
64659,STANDARD,Meadville,,,MO,Linn County,America/Chicago,660,US
64660,STANDARD,Mendon,,,MO,Chariton County,America/Chicago,660,US
64661,STANDARD,Mercer,,,MO,Mercer County,America/Chicago,"660,816",US
64664,STANDARD,Mooresville,,,MO,Livingston County,America/Chicago,660,US
64667,STANDARD,Newtown,,,MO,Sullivan County,America/Chicago,660,US
64668,STANDARD,Norborne,,,MO,Carroll County,America/Chicago,660,US
64670,STANDARD,Pattonsburg,,,MO,Daviess County,America/Chicago,660,US
64671,STANDARD,Polo,,Mirabile,MO,Caldwell County,America/Chicago,"660,816",US
64672,STANDARD,Powersville,,,MO,Putnam County,America/Chicago,660,US
64673,STANDARD,Princeton,,,MO,Mercer County,America/Chicago,660,US
64674,STANDARD,Purdin,,,MO,Linn County,America/Chicago,660,US
64676,STANDARD,Rothville,,,MO,Chariton County,America/Chicago,660,US
64679,STANDARD,Spickard,,,MO,Grundy County,America/Chicago,660,US
64680,PO BOX,Stet,Norborne,,MO,Carroll County,America/Chicago,660,US
64681,STANDARD,Sumner,,,MO,Chariton County,America/Chicago,660,US
64682,STANDARD,Tina,,,MO,Carroll County,America/Chicago,660,US
64683,STANDARD,Trenton,,,MO,Grundy County,America/Chicago,660,US
64686,PO BOX,Utica,,,MO,Livingston County,America/Chicago,660,US
64688,STANDARD,Wheeling,,,MO,Livingston County,America/Chicago,660,US
64689,STANDARD,Winston,,,MO,Daviess County,America/Chicago,660,US
64701,STANDARD,Harrisonville,,,MO,Cass County,America/Chicago,816,US
64720,STANDARD,Adrian,,,MO,Bates County,America/Chicago,"816,660",US
64722,STANDARD,Amoret,,,MO,Bates County,America/Chicago,"816,660",US
64723,STANDARD,Amsterdam,,,MO,Bates County,America/Chicago,660,US
64724,STANDARD,Appleton City,,,MO,St Clair County,America/Chicago,660,US
64725,STANDARD,Archie,Austin,,MO,Cass County,America/Chicago,816,US
64726,STANDARD,Blairstown,,,MO,Henry County,America/Chicago,660,US
64728,STANDARD,Bronaugh,,,MO,Vernon County,America/Chicago,417,US
64730,STANDARD,Butler,Passaic,,MO,Bates County,America/Chicago,660,US
64733,STANDARD,Chilhowee,,,MO,Johnson County,America/Chicago,660,US
64734,STANDARD,Cleveland,West Line,,MO,Cass County,America/Chicago,816,US
64735,STANDARD,Clinton,,,MO,Henry County,America/Chicago,660,US
64738,STANDARD,Collins,,,MO,St Clair County,America/Chicago,417,US
64739,STANDARD,Creighton,,,MO,Cass County,America/Chicago,"660,816",US
64740,STANDARD,Deepwater,,,MO,Henry County,America/Chicago,"660,417",US
64741,STANDARD,Deerfield,,,MO,Vernon County,America/Chicago,417,US
64742,STANDARD,Drexel,,,MO,Cass County,America/Chicago,"816,660",US
64743,PO BOX,East Lynne,,,MO,Cass County,America/Chicago,816,US
64744,STANDARD,El Dorado Springs,El Dorado Spg,Eldorado Springs,MO,Cedar County,America/Chicago,417,US
64745,STANDARD,Foster,,,MO,Bates County,America/Chicago,660,US
64746,STANDARD,Freeman,Lake Annette,,MO,Cass County,America/Chicago,816,US
64747,STANDARD,Garden City,Latour,Gunn City,MO,Cass County,America/Chicago,816,US
64748,STANDARD,Golden City,,,MO,Barton County,America/Chicago,417,US
64750,STANDARD,Harwood,,,MO,Vernon County,America/Chicago,417,US
64752,STANDARD,Hume,Stotesbury,,MO,Vernon County,America/Chicago,"660,417",US
64755,STANDARD,Jasper,,,MO,Jasper County,America/Chicago,417,US
64756,STANDARD,Jerico Springs,Jerico Sprgs,Jerico Spgs,MO,Cedar County,America/Chicago,417,US
64759,STANDARD,Lamar,"Iantha, Irwin",,MO,Barton County,America/Chicago,417,US
64761,STANDARD,Leeton,,,MO,Johnson County,America/Chicago,660,US
64762,STANDARD,Liberal,,,MO,Barton County,America/Chicago,417,US
64763,STANDARD,Lowry City,,,MO,St Clair County,America/Chicago,417,US
64765,PO BOX,Metz,,,MO,Vernon County,America/Chicago,417,US
64766,PO BOX,Milford,Lamar,,MO,Barton County,America/Chicago,417,US
64767,STANDARD,Milo,,,MO,Vernon County,America/Chicago,417,US
64769,STANDARD,Mindenmines,,,MO,Barton County,America/Chicago,417,US
64770,STANDARD,Montrose,,,MO,Henry County,America/Chicago,660,US
64771,STANDARD,Moundville,,,MO,Vernon County,America/Chicago,417,US
64772,STANDARD,Nevada,,Camp Clark,MO,Vernon County,America/Chicago,417,US
64776,STANDARD,Osceola,Vista,Damascus,MO,St Clair County,America/Chicago,"417,660",US
64778,STANDARD,Richards,Horton,,MO,Vernon County,America/Chicago,417,US
64779,STANDARD,Rich Hill,,,MO,Bates County,America/Chicago,"417,660",US
64780,STANDARD,Rockville,,"Prairie City, Taberville",MO,Bates County,America/Chicago,"660,417",US
64781,PO BOX,Roscoe,,,MO,St Clair County,America/Chicago,417,US
64783,STANDARD,Schell City,,,MO,Vernon County,America/Chicago,"417,660",US
64784,STANDARD,Sheldon,,,MO,Vernon County,America/Chicago,417,US
64788,STANDARD,Urich,,Hartwell,MO,Henry County,America/Chicago,"660,816",US
64789,STANDARD,Osceola,Vista,,MO,St. Clair County,America/Chicago,,US
64790,STANDARD,Walker,,,MO,Vernon County,America/Chicago,417,US
64801,STANDARD,Joplin,,"Belle Center, Central City, Duquesne, Grand Falls, Iron Gates, Lakeside, Prosperity, Redings Mill, Stones Corner",MO,Jasper County,America/Chicago,417,US
64802,PO BOX,Joplin,,,MO,Jasper County,America/Chicago,417,US
64803,PO BOX,Joplin,,,MO,Jasper County,America/Chicago,417,US
64804,STANDARD,Joplin,Loma Linda,,MO,Newton County,America/Chicago,417,US
64830,PO BOX,Alba,,,MO,Jasper County,America/Chicago,417,US
64831,STANDARD,Anderson,,,MO,McDonald County,America/Chicago,417,US
64832,STANDARD,Asbury,,,MO,Jasper County,America/Chicago,417,US
64833,PO BOX,Avilla,,,MO,Jasper County,America/Chicago,417,US
64834,STANDARD,Carl Junction,,"Smithfield, Stringtown",MO,Jasper County,America/Chicago,417,US
64835,STANDARD,Carterville,,,MO,Jasper County,America/Chicago,417,US
64836,STANDARD,Carthage,,"Brooklyn Heights, Carytown, Fidelity, Kendricktown, Morgan Heights, Scotland",MO,Jasper County,America/Chicago,417,US
64840,STANDARD,Diamond,,,MO,Newton County,America/Chicago,417,US
64841,PO BOX,Duenweg,,,MO,Jasper County,America/Chicago,417,US
64842,STANDARD,Fairview,,,MO,Newton County,America/Chicago,417,US
64843,STANDARD,Goodman,,,MO,McDonald County,America/Chicago,417,US
64844,STANDARD,Granby,,"Aroma, Boulder City",MO,Newton County,America/Chicago,417,US
64847,STANDARD,Lanagan,,,MO,McDonald County,America/Chicago,417,US
64848,STANDARD,La Russell,,Larussell,MO,Lawrence County,America/Chicago,417,US
64849,PO BOX,Neck City,,,MO,Jasper County,America/Chicago,417,US
64850,STANDARD,Neosho,,,MO,Newton County,America/Chicago,417,US
64853,PO BOX,Newtonia,Neosho,,MO,Newton County,America/Chicago,417,US
64854,STANDARD,Noel,,,MO,McDonald County,America/Chicago,417,US
64855,STANDARD,Oronogo,,,MO,Jasper County,America/Chicago,417,US
64856,STANDARD,Pineville,Jane,,MO,McDonald County,America/Chicago,417,US
64857,PO BOX,Purcell,,,MO,Jasper County,America/Chicago,417,US
64858,PO BOX,Racine,,,MO,Newton County,America/Chicago,417,US
64859,STANDARD,Reeds,,,MO,Jasper County,America/Chicago,417,US
64861,STANDARD,Rocky Comfort,,,MO,McDonald County,America/Chicago,417,US
64862,STANDARD,Sarcoxie,,,MO,Jasper County,America/Chicago,417,US
64863,STANDARD,South West City,South West Cy,,MO,McDonald County,America/Chicago,417,US
64864,PO BOX,Saginaw,,,MO,Newton County,America/Chicago,417,US
64865,STANDARD,Seneca,,"Hart, Hornet",MO,Newton County,America/Chicago,417,US
64866,STANDARD,Stark City,,,MO,Newton County,America/Chicago,417,US
64867,STANDARD,Stella,,,MO,McDonald County,America/Chicago,417,US
64868,PO BOX,Tiff City,,,MO,McDonald County,America/Chicago,417,US
64869,PO BOX,Waco,,,MO,Jasper County,America/Chicago,417,US
64870,STANDARD,Webb City,,,MO,Jasper County,America/Chicago,417,US
64873,STANDARD,Wentworth,,,MO,Newton County,America/Chicago,417,US
64874,PO BOX,Wheaton,,,MO,Barry County,America/Chicago,417,US
64944,UNIQUE,Kansas City,Ks City,"I R S Service Center, K C",MO,Jackson County,America/Chicago,816,US
64999,UNIQUE,Kansas City,,"Irs Service Center, K C, Ks City",MO,Jackson County,America/Chicago,816,US
65001,STANDARD,Argyle,,,MO,Osage County,America/Chicago,573,US
65010,STANDARD,Ashland,,,MO,Boone County,America/Chicago,573,US
65011,STANDARD,Barnett,,,MO,Morgan County,America/Chicago,"660,573",US
65013,STANDARD,Belle,,"Byron, Koenig, Lanes Prairie, Paydown, Summerfield",MO,Maries County,America/Chicago,573,US
65014,STANDARD,Bland,,"Canaan, Cleavesville, Cooper Hill, Mount Sterling, Old Woolam, Red Bird",MO,Gasconade County,America/Chicago,573,US
65016,STANDARD,Bonnots Mill,,"Frankenstein, Luystown",MO,Osage County,America/Chicago,573,US
65017,STANDARD,Brumley,,,MO,Miller County,America/Chicago,573,US
65018,STANDARD,California,,Kliever,MO,Moniteau County,America/Chicago,"573,660",US
65020,STANDARD,Camdenton,,Greenview,MO,Camden County,America/Chicago,573,US
65023,STANDARD,Centertown,,,MO,Cole County,America/Chicago,573,US
65024,STANDARD,Chamois,,"Freedom, Mint Hill",MO,Osage County,America/Chicago,573,US
65025,STANDARD,Clarksburg,,,MO,Moniteau County,America/Chicago,"573,660",US
65026,STANDARD,Eldon,"Etterville, Rocky Mount","Aurora Springs, Bagnell, Lakeland",MO,Miller County,America/Chicago,573,US
65032,STANDARD,Eugene,,"Marys Home, Spring Garden",MO,Cole County,America/Chicago,573,US
65034,STANDARD,Fortuna,,,MO,Moniteau County,America/Chicago,660,US
65035,STANDARD,Freeburg,,Rich Fountain,MO,Osage County,America/Chicago,573,US
65036,PO BOX,Gasconade,Morrison,,MO,Gasconade County,America/Chicago,573,US
